video_id,duration_sec,has_audio,has_video
P01_01_299,8.019999999999982,True,True
P01_01_3,1.2200000000000006,True,True
P01_01_30,0.8599999999999852,True,True
P01_01_300,24.5,True,True
P01_01_301,1.099999999999909,True,True
P01_01_302,4.0300000000002,True,True
P01_01_303,0.75,True,True
P01_01_304,1.25,True,True
P01_01_305,1.8500000000001364,True,True
P01_01_306,5.360000000000127,True,True
P01_01_307,12.960000000000036,True,True
P01_01_308,1.75,True,True
P01_01_309,1.75,True,True
P01_01_31,1.5600000000000023,True,True
P01_01_310,2.0,True,True
P01_01_311,0.7699999999999818,True,True
P01_01_312,1.1099999999999,True,True
P01_01_313,1.9200000000000728,True,True
P01_01_314,1.3700000000001182,True,True
P01_01_315,0.9400000000000546,True,True
P01_01_316,12.460000000000036,True,True
P01_01_317,5.9699999999998,True,True
P01_01_318,5.369999999999891,True,True
P01_01_319,12.009999999999991,True,True
P01_01_32,4.280000000000001,True,True
P01_01_320,12.490000000000009,True,True
P01_01_321,2.349999999999909,True,True
P01_01_322,2.1400000000001,True,True
P01_01_323,1.6800000000000637,True,True
P01_01_324,2.630000000000109,True,True
P01_01_325,3.4500000000000455,True,True
P01_01_326,1.5199999999999818,True,True
P01_01_327,1.1600000000000819,True,True
P01_01_328,2.099999999999909,True,True
P01_01_329,1.2899999999999636,True,True
P01_01_33,1.5199999999999818,True,True
P01_01_34,0.75,True,True
P01_01_35,0.75,True,True
P01_01_36,1.1200000000000045,True,True
P01_01_37,16.340000000000003,True,True
P01_01_38,4.8500000000000085,True,True
P01_01_39,17.08999999999999,True,True
P01_01_4,1.1499999999999986,True,True
P01_01_40,14.799999999999983,True,True
P01_01_41,15.120000000000005,True,True
P01_01_42,14.530000000000001,True,True
P01_01_43,13.52000000000001,True,True
P01_01_44,9.77000000000001,True,True
P01_01_45,7.819999999999993,True,True
P01_01_46,2.9599999999999795,True,True
P01_01_47,1.3799999999999955,True,True
P01_01_48,0.6700000000000159,True,True
P01_01_49,1.7299999999999613,True,True
P01_01_5,1.5599999999999987,True,True
P01_01_50,5.770000000000039,True,True
P01_01_51,1.75,True,True
P01_01_52,1.4800000000000182,True,True
P01_01_53,2.25,True,True
P01_01_54,1.6400000000000432,True,True
P01_01_55,6.389999999999986,True,True
P01_01_56,1.25,True,True
P01_01_57,4.0,True,True
P01_01_58,14.25,True,True
P01_01_59,2.159999999999968,True,True
P01_01_6,2.9499999999999993,True,True
P01_01_60,11.930000000000007,True,True
P01_01_61,0.910000000000025,True,True
P01_01_62,1.75,True,True
P01_01_63,5.400000000000034,True,True
P01_01_64,9.79000000000002,True,True
P01_01_65,4.569999999999993,True,True
P01_01_66,1.660000000000025,True,True
P01_01_67,6.460000000000036,True,True
P01_01_68,4.349999999999966,True,True
P01_01_69,1.6299999999999955,True,True
P01_01_7,1.4199999999999982,True,True
P01_01_70,2.3100000000000023,True,True
P01_01_71,1.079999999999984,True,True
P01_01_72,1.0,True,True
P01_01_73,9.659999999999968,True,True
P01_01_74,1.4800000000000182,True,True
P01_01_75,1.9399999999999977,True,True
P01_01_76,3.32000000000005,True,True
P01_01_77,0.75,True,True
P01_01_78,0.7199999999999704,True,True
P01_01_79,2.8899999999999864,True,True
P01_01_8,1.1099999999999994,True,True
P01_01_80,0.7599999999999909,True,True
P01_01_81,1.1800000000000068,True,True
P01_01_82,6.159999999999968,True,True
P01_01_83,11.629999999999995,True,True
P01_01_84,13.79000000000002,True,True
P01_01_85,1.7300000000000182,True,True
P01_01_86,2.400000000000034,True,True
P01_01_87,4.069999999999993,True,True
P01_01_88,7.859999999999957,True,True
P01_01_89,6.160000000000025,True,True
P01_01_9,3.460000000000001,True,True
P01_01_90,0.75,True,True
P01_01_91,2.019999999999982,True,True
P01_01_92,0.7200000000000273,True,True
P01_01_93,7.75,True,True
P01_01_94,9.170000000000016,True,True
P01_01_95,1.0500000000000114,True,True
P01_01_96,1.1800000000000068,True,True
P01_01_97,1.25,True,True
P01_01_98,3.0500000000000114,True,True
P01_01_99,2.579999999999984,True,True
P01_02_0,1.7699999999999996,True,True
P01_02_1,0.6699999999999999,True,True
P01_02_10,2.2500000000000036,True,True
P01_02_100,0.75,True,True
P01_02_101,8.600000000000023,True,True
P01_02_102,4.25,True,True
P01_02_103,2.0,True,True
P01_02_104,3.5,True,True
P01_02_105,9.96999999999997,True,True
P01_02_106,2.5,True,True
P01_02_107,5.819999999999993,True,True
P01_02_108,2.6000000000000227,True,True
P01_02_109,9.150000000000034,True,True
P01_02_11,3.0600000000000023,True,True
P01_02_110,1.2600000000000477,True,True
P01_02_111,0.75,True,True
P01_02_112,2.159999999999968,True,True
P01_02_113,3.7399999999999523,True,True
P01_02_114,6.270000000000039,True,True
P01_02_115,13.990000000000009,True,True
P01_02_116,3.230000000000018,True,True
P01_02_117,5.4599999999999795,True,True
P01_02_118,2.6300000000000523,True,True
P01_02_119,4.419999999999959,True,True
P01_02_12,1.0600000000000023,True,True
P01_02_120,1.8799999999999955,True,True
P01_02_121,5.079999999999984,True,True
P01_02_122,1.339999999999975,True,True
P01_02_123,1.670000000000016,True,True
P01_02_124,2.9799999999999613,True,True
P01_02_125,10.289999999999964,True,True
P01_02_126,3.829999999999984,True,True
P01_02_127,1.1599999999999682,True,True
P01_02_128,1.3799999999999955,True,True
P01_02_129,4.0,True,True
P01_02_13,5.75,True,True
P01_02_130,2.25,True,True
P01_02_131,1.509999999999991,True,True
P01_02_132,6.75,True,True
P01_02_133,2.0,True,True
P01_02_134,1.5,True,True
P01_02_135,1.3000000000000114,True,True
P01_02_136,2.5300000000000296,True,True
P01_02_137,2.409999999999968,True,True
P01_02_138,0.7700000000000387,True,True
P01_02_139,4.100000000000023,True,True
P01_02_14,0.8800000000000026,True,True
P01_02_140,1.3500000000000227,True,True
P01_02_141,1.2899999999999636,True,True
P01_02_142,4.100000000000023,True,True
P01_02_143,1.0,True,True
P01_02_144,5.449999999999989,True,True
P01_02_145,2.5,True,True
P01_02_15,6.75,True,True
P01_02_16,0.5100000000000051,True,True
P01_02_17,0.8200000000000003,True,True
P01_02_18,9.630000000000003,True,True
P01_02_19,2.969999999999999,True,True
P01_02_2,7.999999999999998,True,True
P01_02_20,0.9699999999999989,True,True
P01_02_21,0.6299999999999955,True,True
P01_02_22,1.019999999999996,True,True
P01_02_23,1.990000000000009,True,True
P01_02_24,8.010000000000005,True,True
P01_02_25,5.049999999999997,True,True
P01_02_26,1.8799999999999955,True,True
P01_02_27,0.8200000000000074,True,True
P01_02_28,5.430000000000007,True,True
P01_02_29,1.6400000000000006,True,True
P01_02_3,0.75,True,True
P01_02_30,1.5900000000000034,True,True
P01_02_31,4.249999999999986,True,True
P01_02_32,5.489999999999995,True,True
P01_02_33,7.1000000000000085,True,True
P01_02_34,2.1199999999999903,True,True
P01_02_35,1.7399999999999949,True,True
P01_02_36,1.5,True,True
P01_02_37,2.6299999999999955,True,True
P01_02_38,7.25,True,True
P01_02_39,6.25,True,True
P01_02_4,1.5499999999999972,True,True
P01_02_40,4.849999999999994,True,True
P01_02_41,1.6000000000000227,True,True
P01_02_42,2.0,True,True
P01_02_43,5.75,True,True
P01_02_44,4.490000000000009,True,True
P01_02_45,1.25,True,True
P01_02_46,1.039999999999992,True,True
P01_02_47,2.3499999999999943,True,True
P01_02_48,7.9199999999999875,True,True
P01_02_49,0.5700000000000216,True,True
P01_02_5,1.2300000000000004,True,True
P01_02_50,1.9000000000000057,True,True
P01_02_51,1.0300000000000011,True,True
P01_02_52,0.6300000000000239,True,True
P01_02_53,2.0,True,True
P01_02_54,0.7300000000000182,True,True
P01_02_55,1.75,True,True
P01_02_56,1.089999999999975,True,True
P01_02_57,3.1799999999999784,True,True
P01_02_58,7.230000000000018,True,True
P01_02_59,10.269999999999982,True,True
P01_02_6,1.3399999999999999,True,True
P01_02_60,0.9200000000000159,True,True
P01_02_61,1.829999999999984,True,True
P01_02_62,8.23999999999998,True,True
P01_02_63,8.76000000000002,True,True
P01_02_64,0.950000000000017,True,True
P01_02_65,1.2600000000000193,True,True
P01_02_67,1.450000000000017,True,True
P01_02_68,0.8000000000000114,True,True
P01_02_69,7.6699999999999875,True,True
P01_02_7,1.0399999999999991,True,True
P01_02_70,7.159999999999997,True,True
P01_02_71,3.289999999999992,True,True
P01_02_72,4.150000000000006,True,True
P01_02_73,1.4799999999999898,True,True
P01_02_74,7.6699999999999875,True,True
P01_02_75,8.990000000000009,True,True
P01_02_76,1.5399999999999636,True,True
P01_02_77,6.25,True,True
P01_02_78,8.400000000000034,True,True
P01_02_79,7.910000000000025,True,True
P01_02_8,2.5,True,True
P01_02_80,6.970000000000027,True,True
P01_02_81,9.480000000000018,True,True
P01_02_82,2.1899999999999977,True,True
P01_02_83,1.3600000000000136,True,True
P01_02_84,4.089999999999975,True,True
P01_02_85,0.75,True,True
P01_02_86,1.490000000000009,True,True
P01_02_87,3.2800000000000296,True,True
P01_02_88,0.7799999999999727,True,True
P01_02_89,0.75,True,True
P01_02_9,1.4699999999999989,True,True
P01_02_90,4.0,True,True
P01_02_91,2.680000000000007,True,True
P01_02_92,2.069999999999993,True,True
P01_02_93,0.75,True,True
P01_02_94,9.099999999999966,True,True
P01_02_95,4.75,True,True
P01_02_96,2.75,True,True
P01_02_97,2.1299999999999955,True,True
P01_02_98,1.0,True,True
P01_02_99,5.949999999999989,True,True
P01_03_0,1.8399999999999999,True,True
P01_03_1,2.63,True,True
P01_03_10,1.1600000000000001,True,True
P01_03_11,0.9400000000000013,True,True
P01_03_12,1.620000000000001,True,True
P01_03_13,2.91,True,True
P01_03_14,1.480000000000004,True,True
P01_03_15,3.299999999999997,True,True
P01_03_16,4.329999999999998,True,True
P01_03_17,2.030000000000001,True,True
P01_03_18,1.2199999999999989,True,True
P01_03_19,0.8500000000000014,True,True
P01_03_2,1.1600000000000001,True,True
P01_03_20,1.25,True,True
P01_03_21,2.6599999999999966,True,True
P01_03_22,1.9500000000000028,True,True
P01_03_23,6.910000000000004,True,True
P01_03_24,1.6099999999999994,True,True
P01_03_25,1.5799999999999983,True,True
P01_03_26,0.8400000000000034,True,True
P01_03_27,1.3200000000000074,True,True
P01_03_28,0.75,True,True
P01_03_29,1.009999999999991,True,True
P01_03_3,1.8499999999999996,True,True
P01_03_30,1.0,True,True
P01_03_31,0.7599999999999909,True,True
P01_03_32,0.8799999999999955,True,True
P01_03_33,2.1500000000000057,True,True
P01_03_34,1.710000000000008,True,True
P01_03_35,2.6599999999999966,True,True
P01_03_36,2.2700000000000102,True,True
P01_03_37,1.1000000000000085,True,True
P01_03_38,2.3299999999999983,True,True
P01_03_39,5.009999999999991,True,True
P01_03_4,1.5099999999999998,True,True
P01_03_40,5.040000000000006,True,True
P01_03_41,1.3100000000000023,True,True
P01_03_5,0.9900000000000002,True,True
P01_03_6,0.8100000000000005,True,True
P01_03_7,1.1099999999999994,True,True
P01_03_8,0.7100000000000009,True,True
P01_03_9,2.8500000000000014,True,True
P01_04_0,2.93,True,True
P01_04_1,2.2299999999999995,True,True
P01_04_10,4.289999999999999,True,True
P01_04_11,1.480000000000004,True,True
P01_04_12,0.7700000000000031,True,True
P01_04_13,2.299999999999997,True,True
P01_04_14,1.5399999999999991,True,True
P01_04_15,5.5,True,True
P01_04_16,3.6499999999999986,True,True
P01_04_17,5.350000000000001,True,True
P01_04_18,0.6900000000000048,True,True
P01_04_19,3.6999999999999957,True,True
P01_04_2,0.6199999999999992,True,True
P01_04_20,2.6499999999999915,True,True
P01_04_21,2.5,True,True
P01_04_22,0.6799999999999926,True,True
P01_04_23,5.090000000000003,True,True
P01_04_24,2.25,True,True
P01_04_25,3.0,True,True
P01_04_26,0.75,True,True
P01_04_27,4.269999999999996,True,True
P01_04_28,7.530000000000001,True,True
P01_04_29,2.4399999999999977,True,True
P01_04_3,3.0,True,True
P01_04_30,1.6599999999999966,True,True
P01_04_31,1.5,True,True
P01_04_4,3.75,True,True
P01_04_5,3.0,True,True
P01_04_6,1.25,True,True
P01_04_7,3.030000000000001,True,True
P01_04_8,1.5,True,True
P01_04_9,4.930000000000003,True,True
P01_05_0,1.79,True,True
P01_05_1,1.5700000000000003,True,True
P01_05_10,2.75,True,True
P01_05_100,2.8799999999999955,True,True
P01_05_101,2.6000000000000227,True,True
P01_05_102,2.4400000000000546,True,True
P01_05_103,2.659999999999968,True,True
P01_05_104,2.169999999999959,True,True
P01_05_105,3.519999999999982,True,True
P01_05_106,1.7000000000000455,True,True
P01_05_107,6.470000000000027,True,True
P01_05_108,3.930000000000007,True,True
P01_05_109,10.729999999999961,True,True
P01_05_11,2.1199999999999974,True,True
P01_05_110,0.8799999999999955,True,True
P01_05_111,1.0,True,True
P01_05_112,1.5,True,True
P01_05_113,1.349999999999966,True,True
P01_05_114,3.5500000000000114,True,True
P01_05_115,1.75,True,True
P01_05_116,1.169999999999959,True,True
P01_05_117,0.6999999999999886,True,True
P01_05_118,2.339999999999975,True,True
P01_05_119,7.600000000000023,True,True
P01_05_12,3.0,True,True
P01_05_120,2.1000000000000227,True,True
P01_05_121,2.6399999999999864,True,True
P01_05_122,1.079999999999984,True,True
P01_05_123,14.840000000000032,True,True
P01_05_124,2.490000000000009,True,True
P01_05_125,1.0,True,True
P01_05_126,2.7200000000000273,True,True
P01_05_127,1.0,True,True
P01_05_128,1.9399999999999409,True,True
P01_05_129,1.8799999999999955,True,True
P01_05_13,1.25,True,True
P01_05_130,1.170000000000016,True,True
P01_05_131,0.7599999999999909,True,True
P01_05_132,0.7000000000000455,True,True
P01_05_133,0.9499999999999886,True,True
P01_05_134,1.490000000000009,True,True
P01_05_135,1.3700000000000045,True,True
P01_05_136,1.25,True,True
P01_05_137,0.75,True,True
P01_05_138,5.5,True,True
P01_05_139,5.25,True,True
P01_05_14,2.5,True,True
P01_05_140,1.3000000000000114,True,True
P01_05_141,0.8900000000000432,True,True
P01_05_142,2.5299999999999727,True,True
P01_05_143,1.9099999999999682,True,True
P01_05_144,1.0600000000000591,True,True
P01_05_145,1.0499999999999545,True,True
P01_05_146,2.590000000000032,True,True
P01_05_147,2.3700000000000045,True,True
P01_05_148,1.259999999999991,True,True
P01_05_149,2.089999999999918,True,True
P01_05_15,1.8500000000000014,True,True
P01_05_150,2.5,True,True
P01_05_151,1.75,True,True
P01_05_152,1.5100000000001046,True,True
P01_05_153,0.8400000000000318,True,True
P01_05_154,1.9600000000000364,True,True
P01_05_155,1.169999999999959,True,True
P01_05_156,2.439999999999941,True,True
P01_05_157,2.7899999999999636,True,True
P01_05_158,13.299999999999955,True,True
P01_05_159,1.0,True,True
P01_05_16,0.75,True,True
P01_05_160,2.2899999999999636,True,True
P01_05_161,4.710000000000036,True,True
P01_05_162,7.7999999999999545,True,True
P01_05_163,2.0,True,True
P01_05_164,1.0499999999999545,True,True
P01_05_165,0.6899999999999409,True,True
P01_05_166,1.25,True,True
P01_05_167,1.009999999999991,True,True
P01_05_168,14.110000000000014,True,True
P01_05_169,23.91999999999996,True,True
P01_05_17,1.1500000000000057,True,True
P01_05_170,0.9200000000000728,True,True
P01_05_171,1.3999999999999773,True,True
P01_05_172,1.6399999999999864,True,True
P01_05_173,0.6399999999999864,True,True
P01_05_174,1.6800000000000637,True,True
P01_05_175,8.600000000000023,True,True
P01_05_176,1.0900000000000318,True,True
P01_05_177,4.960000000000036,True,True
P01_05_178,2.25,True,True
P01_05_179,9.620000000000005,True,True
P01_05_18,1.25,True,True
P01_05_180,0.8099999999999454,True,True
P01_05_181,4.6299999999999955,True,True
P01_05_182,1.8100000000000591,True,True
P01_05_183,0.8600000000000136,True,True
P01_05_184,2.4500000000000455,True,True
P01_05_185,1.1299999999999955,True,True
P01_05_186,0.7699999999999818,True,True
P01_05_187,7.670000000000073,True,True
P01_05_188,0.7400000000000091,True,True
P01_05_189,1.8700000000000045,True,True
P01_05_19,3.6899999999999977,True,True
P01_05_190,3.490000000000009,True,True
P01_05_191,1.6800000000000637,True,True
P01_05_192,2.689999999999941,True,True
P01_05_193,3.590000000000032,True,True
P01_05_194,1.2300000000000182,True,True
P01_05_195,2.9500000000000455,True,True
P01_05_196,1.6600000000000819,True,True
P01_05_197,9.360000000000014,True,True
P01_05_198,2.3799999999999955,True,True
P01_05_199,2.259999999999991,True,True
P01_05_2,0.6699999999999999,True,True
P01_05_20,1.2000000000000028,True,True
P01_05_200,0.6200000000000045,True,True
P01_05_201,1.0,True,True
P01_05_202,0.5,True,True
P01_05_203,2.4600000000000364,True,True
P01_05_204,0.9200000000000728,True,True
P01_05_205,3.7099999999999227,True,True
P01_05_206,2.5299999999999727,True,True
P01_05_207,2.419999999999959,True,True
P01_05_208,3.6000000000000227,True,True
P01_05_209,2.4799999999999045,True,True
P01_05_21,3.9099999999999966,True,True
P01_05_210,2.7200000000000273,True,True
P01_05_211,1.650000000000091,True,True
P01_05_212,1.4300000000000637,True,True
P01_05_213,1.7100000000000364,True,True
P01_05_214,22.949999999999818,True,True
P01_05_215,1.0499999999999545,True,True
P01_05_216,0.7899999999999636,True,True
P01_05_217,2.6599999999998545,True,True
P01_05_218,1.0299999999999727,True,True
P01_05_219,2.3099999999999454,True,True
P01_05_22,3.530000000000001,True,True
P01_05_220,1.7000000000000455,True,True
P01_05_221,1.009999999999991,True,True
P01_05_222,6.960000000000036,True,True
P01_05_223,3.9200000000000728,True,True
P01_05_224,14.400000000000091,True,True
P01_05_225,3.269999999999982,True,True
P01_05_226,2.9700000000000273,True,True
P01_05_227,6.319999999999936,True,True
P01_05_228,1.3600000000001273,True,True
P01_05_229,1.099999999999909,True,True
P01_05_23,2.230000000000004,True,True
P01_05_230,1.8900000000001,True,True
P01_05_231,1.2300000000000182,True,True
P01_05_232,1.849999999999909,True,True
P01_05_233,3.240000000000009,True,True
P01_05_234,1.5,True,True
P01_05_235,4.660000000000082,True,True
P01_05_236,1.2200000000000273,True,True
P01_05_237,1.5299999999999727,True,True
P01_05_238,1.009999999999991,True,True
P01_05_239,0.6799999999998363,True,True
P01_05_24,1.6499999999999915,True,True
P01_05_240,1.2300000000000182,True,True
P01_05_241,1.300000000000182,True,True
P01_05_242,13.370000000000118,True,True
P01_05_243,6.360000000000127,True,True
P01_05_244,1.4700000000000273,True,True
P01_05_245,7.079999999999927,True,True
P01_05_246,1.0299999999999727,True,True
P01_05_247,0.9500000000000455,True,True
P01_05_248,2.75,True,True
P01_05_249,6.769999999999982,True,True
P01_05_25,1.3900000000000006,True,True
P01_05_250,4.610000000000127,True,True
P01_05_251,2.900000000000091,True,True
P01_05_252,0.7400000000000091,True,True
P01_05_253,2.0799999999999272,True,True
P01_05_254,7.3900000000001,True,True
P01_05_255,2.7899999999999636,True,True
P01_05_256,1.2200000000000273,True,True
P01_05_257,1.2200000000000273,True,True
P01_05_258,5.259999999999991,True,True
P01_05_26,1.4399999999999977,True,True
P01_05_27,1.6999999999999886,True,True
P01_05_28,1.220000000000013,True,True
P01_05_29,10.129999999999995,True,True
P01_05_3,5.49,True,True
P01_05_30,10.310000000000002,True,True
P01_05_31,1.2000000000000028,True,True
P01_05_32,0.8299999999999983,True,True
P01_05_33,0.9899999999999949,True,True
P01_05_34,0.8599999999999852,True,True
P01_05_35,0.5699999999999932,True,True
P01_05_36,1.0699999999999932,True,True
P01_05_37,3.069999999999993,True,True
P01_05_38,2.1199999999999903,True,True
P01_05_39,1.25,True,True
P01_05_4,2.08,True,True
P01_05_40,0.9599999999999937,True,True
